,astro1,astro2,astro3,reactive1,reactive2,reactive3
Lrba,7.47323752223543,5.8727176862415,6.47830874817116,5.08538777283061,5.00538182041189,7.05347770525631
Cspp1,6.49350011558784,5.93097403110449,6.22376757623599,3.74052438655959,5.70095685173839,6.33743434574439
Nfatc2,3.97173054756688,4.0100646325812,4.54124934934103,4.52963619625908,4.99480483071356,6.72456819786098
Kcnd3,6.25170361795147,6.66734367449736,4.80607000987295,5.67736615937347,7.83396449777959,5.91340679577527
Slfn2,4.17868307124836,3.99578875698323,3.90528901867195,6.40451027055124,5.48072699008511,4.17649717846003
Zfp647,5.56679805680985,4.04985409809923,4.36915459550587,3.61782864331008,6.17591032323529,3.92909733665392
Mdga2,6.65187811271604,6.32211349181226,6.21517291174993,4.50027296769634,4.56567958285247,4.60487565975683
Plxnb1,8.37190143580566,8.85181206358272,8.52695983278861,7.48872216494689,6.58278411866746,6.50427037592903
Snrnp48,6.90935957480545,8.60523577015395,6.56553936071578,6.19707933193863,6.16556772741079,5.72522894576714
Gm2506|Ccl27b|LOC100861978|Ccl27a|Gm13306,9.31103723268043,8.97771173367236,9.40574159230808,10.5526957409375,11.7029924229284,10.3332337732382
Plekhm1,7.20240576825373,6.67299030548714,6.32811146320107,7.56160664226861,6.42409174356274,4.63137261795632
Kctd11,5.44659425036023,5.24066534504374,5.68259848607045,5.24674829988296,5.1289196765403,7.79377135532761
Aagab,5.83993464440464,4.47593855878607,4.61617796625048,6.11615303802958,4.80338999810773,7.03735139155351
Mmp2,4.42833801654835,3.87364779684093,3.9506956355671,6.50198303454748,3.98889907085441,4.04318094057093
Cep97,5.29813396467241,6.16754167996977,6.78662794354416,6.16482579824734,4.23212093870358,4.50948813995218
Taf2,5.8549607915653,6.1708630817479,5.00842322377522,4.16731171730414,6.78592971375669,6.6745866589278
Il10rb,4.41534093116849,5.43903792917424,4.50044127981111,3.24652011531499,4.17329718439867,6.15561544890596
Dnajc2,7.47902925919311,6.59393265682108,8.19649647146943,5.21152718851043,6.38160880960165,6.89657710606568
Srl,5.17077309795255,5.06154771306449,5.14285981205969,6.46921090028645,6.37400640297959,3.70524327400192
Exoc3,6.66201963571287,5.83325943613322,5.38778114730594,7.28227683761897,5.88436667938543,4.35089704688525
Dhrs7,8.68992811780005,7.65416287731724,7.28165190263109,5.88362301470966,6.43810455301344,6.48724881878346
4632428N05Rik,6.21717981248278,4.93761221514575,6.6613457784169,6.82331239381214,4.64623845649453,7.02411100111179
Ppip5k1,6.13268597164535,6.4522519023872,6.62420893758024,6.1440461213526,4.17693387624089,7.12678304908059
Pum2,6.68850099332267,6.45192439586167,6.2958690799709,5.65007010615877,4.92401013225583,4.07147255221651
Ptges3,10.0306231151899,9.88781446022986,10.1901074323944,8.75624969128195,7.58742680274608,8.74338044710759
Ralb,6.866584085815,7.0145544677427,6.17488796003395,5.5663067770495,6.26772934008563,8.51082346277938
Magohb,5.19741093130618,5.32690258147982,5.11651422620536,5.31647548059958,7.766582998776,5.65559119229296
Larp4,5.7417268230063,4.67917343933732,3.44794081818271,5.41264987053526,3.22317578132205,4.46932635603858
Fgf9,5.28298727446611,6.79747107150375,4.89295836942507,6.01257930439869,5.13891658830627,3.81478658434741
Trmt1,5.22133667948369,5.5199887482657,5.65895651558183,3.28523861802669,5.63605514715685,3.93525919596803
Ppnr,5.42259750139624,6.5144232125071,5.78880766017877,3.69974127794154,4.54701617909278,4.55716876408948
Emc8,6.68197759439149,6.76260972456949,4.71664778123611,6.76039352717093,6.16450394346529,4.63979958745674
Klhl8,6.18973297705153,4.75521502583391,3.9506956355671,3.44046164129269,3.57246748841108,4.37785571154593
Zzz3,5.16479711865554,3.94119193568191,3.4754975460592,3.96135169039381,4.8334932663483,2.32133834641801
Ezh1,5.54130319542939,5.4022792050098,5.33199385375102,3.1644700575761,3.82708873961018,5.36649815552362
Pex2,6.61676211524949,4.66388131168425,6.05860000448075,6.51376936779636,6.38730394872936,4.29491209212041
Rtn3,7.65246345717201,6.38597550674769,6.64220153061251,6.69568337414868,5.52088949468354,4.74471602148623
Cdk8,7.03019468991055,6.06936390845418,4.46445668733882,5.20516369395212,5.77756859522107,7.02720577997269
Cog4,5.8327962200646,5.6327312788956,6.0436771211317,5.76451382017276,6.05960063482965,3.41845318425378
Ict1,7.26134096792854,6.19135851464419,6.93965567102318,7.2485417105326,8.75097840422665,8.69101084388239
Cacna2d1,5.94640559251417,5.49080845364081,6.08402716878165,6.52940520887618,7.65956327893093,4.64191427458742
Zfand1,5.18206470702269,4.44090170016349,4.00067410285956,3.24652011531499,2.23361730762805,3.73079922103774
Adamts1,6.74644814931877,7.12889321170894,7.01152289987908,7.82904459328531,4.84819440961434,7.1199484088842
Nipal4,3.79842042008013,3.3583553684691,3.87810753868892,6.21357235392503,3.90643905373004,4.36607607786489
Ttc30b,4.31102565849561,3.41410228213649,4.54560681050362,4.46100242386257,5.57587514243175,6.2799766707183
Gsk3b,9.91840111799702,9.16502389691898,8.8861933263834,7.24391323628326,9.87396753002553,8.33326611686368
Orc2,6.06080742660659,5.28757615399773,5.15778143309413,3.56494252205809,4.03096165977988,3.70252111634194
Slc30a6,5.86174732974914,5.22812087992156,3.36200987593098,3.43812407269187,3.91489530604427,4.62314314181446
2810025M15Rik,6.60112845849446,5.79347256290741,6.71217545691241,7.85888195583712,7.77382174907221,8.53121737724644
Alox5ap,6.63194512057205,6.04253269102731,6.55875521641501,7.40564846026318,7.79142634332684,8.82609277617949
Polr2j,7.90746573735255,7.42398585112309,8.00737686565207,8.94378554439292,9.56691838646948,9.95982744465226
Ggps1,4.76311265661639,3.74038984475427,5.01487435021546,6.33979944137656,3.98491175469424,5.81149708363478
Snx4,6.56302984500634,6.09230586014454,4.66597224845655,7.63372398765581,6.90559499877078,6.86782160553066
Luc7l2,7.01685091597294,6.90765457689406,6.54677816864088,6.63338942436152,7.67767540261313,4.68286162931587
Rpap3,4.98395472770462,5.01222250192449,4.50071068928991,5.68101027993206,3.04148609866559,3.44950630791344
Sumo1,9.22949360308116,7.79020847678334,8.48383874972391,8.65470827703391,9.26474832957397,6.59772622266539
Mvd,6.54029071932815,6.45317853347784,5.14803998801711,5.70362004202227,4.16144470688393,6.80488577401056
Pias1,7.47972569132146,6.73647205453284,6.73291212472155,5.43866269460456,5.18816281555345,5.04042141123906
Ccdc93,6.4667916573064,7.20195719154767,7.09051164934478,4.66518594391605,6.61904765242664,5.35891361293718
Mrpl34,6.8460902036472,6.18190300956298,6.54456118345463,8.04622140621863,8.25068727127677,8.59875602190411
Phactr4,7.50874776699837,7.3229071259417,7.12014239215031,5.81348030609865,5.12160090981816,7.47801580774228
Scn8a,7.35325557802105,7.62294489210735,6.46898876867051,8.1144983461476,7.29633725571013,5.27537569390446
Parva,4.92120529393599,4.57850316806909,5.35173471987245,5.846246407616,5.83859458692193,3.1606963329023
Cog6,6.09997386154519,5.28319220283538,5.39677600790855,7.01593642561532,7.2575792784236,4.73484964546213
Rhbdl1,7.53468576087128,6.67288990731248,6.53619383263766,6.85855733278494,9.0082700140752,6.25354268548431
Ugt8a,5.28996235842942,5.00532929294485,6.82377589092584,6.58801987998855,7.65481075258953,6.76743863064589
Hmgcl,7.62937795111113,7.06711457468345,7.38220387078093,4.85147857098394,7.21626103753405,7.00234072549248
Hs2st1,7.26150778829191,7.67844884176923,6.9487239273127,6.61572404720527,7.57918608090657,4.9428064501979
Fgf1,5.32405827487335,4.97135696016979,6.50697465722156,4.73495059408762,4.58015566119038,3.41893938086919
Zc3h10,5.34946963542327,5.58664778317031,5.79780131349276,5.02312390623806,5.63596152880134,7.85926486440093
Ikzf2,5.06961864334902,5.25913218187995,3.65088372027596,4.42499373421183,2.9907570323009,2.97208551933962
Arf4,7.07433871038502,5.01850145645235,5.44770212492978,4.88037925651868,7.14608504655949,5.51562753306611
Rrp1,5.42627052592325,4.03677203965018,6.71159891637132,4.20441815095911,5.06077819998641,5.81935511600801
Pdzd8,6.65988758153126,5.83621968906888,4.52527181339417,6.26863227154463,6.28460481141313,7.58597945728303
Faim,7.45517486471836,6.20321605970836,6.78125333920163,5.69519781356301,7.34890694681794,8.53848236083486
Plcb1,7.28143907520277,6.89666691154742,7.05192155897992,6.23497666468897,8.1857556767824,5.207846041511
Trrap,7.19255970968793,7.30091907920794,7.45137749868845,5.83461207429244,4.99838472751865,5.8891574401292
Krt12,5.86428848850266,6.65879107487143,6.56371390453372,5.82655032270111,6.74831803007623,4.06867721108144
Nsdhl,7.02984131538371,6.20049190309012,5.85783676234233,4.12415192242384,5.62309038939601,4.94229603722777
Nap1l2,6.19066993251722,5.78719725108035,4.64016036368253,4.60776204080492,7.27937686325043,5.846246407616
Trp53inp1,7.05671364218013,7.25176124814966,6.77465038775879,5.43449477291604,7.97460920833015,5.50846418239988
Mag,6.28275381558128,6.50979522140536,7.74953804407744,7.96504513837576,8.08643608690181,8.92707365153349
Wdr74,6.34197972736745,5.1394516411804,5.65487123679415,7.11141280020522,7.06454129755578,4.684608028145
Nol8,6.18828872409411,5.17853538668883,4.45057543367455,3.54930934442836,5.51250879448139,3.89981226912897
Arc,6.4893391193985,6.90951173040338,5.35576220139384,6.83755459115192,8.38337092498584,6.12750267033455
Appbp2,8.41569411373318,7.92888420160303,8.28326245910525,5.78297558315299,7.3639995232601,6.79084165993359
Hes5,10.5438309082415,11.1178836018912,10.9692923550472,9.91826575245274,9.2561666091589,8.56742929472807
Echdc3,5.21152718851044,7.18869948865732,5.75242515418411,5.23323988082655,4.09303370070066,5.32439647333611
Scnm1,5.87749987814707,4.37671862816721,5.00363713336267,6.75515939582767,6.76764521582787,6.57991115525165
Tsc22d3,6.20319259364444,6.16601425565482,5.56204123727391,4.48793577403288,3.65994280335492,4.83621664844214
Fhod3,6.36468893949253,5.23911217826658,3.83386497709228,6.01835247713464,6.5168934179241,6.10594969538146
Bdp1,6.21972787286931,6.16070307638127,5.64879853164665,4.12952119336724,4.11376674915727,4.41374920648698
Lrg1,3.92587825775162,3.56516693074674,3.7954867232441,3.52776900244242,5.04641785704735,6.0244644605229
Prrc1,5.6216962788106,6.01988750250428,5.20373703275709,3.79926526087586,4.84809871864316,6.7121673481496
Ccdc159,4.87894470710353,3.99843239378548,6.6835358539935,4.45273680348945,4.00239206779839,5.15102240656834
Rbm34,7.09318381546747,5.98547115571905,7.34101506872222,4.59780676021418,6.10426582629116,5.59194180358289
Zfp800,5.35186242400634,3.883503998318,3.18478076682289,4.68802962286955,4.72410326681482,2.73421996590891
Zdhhc21,5.31242170766086,5.39645714200863,3.3278926987276,3.6919592324016,4.31993852457069,3.03722608873137
Ano4,5.17179801988491,5.6894715625138,6.11009314687983,3.89223455255477,3.96042857383187,6.06738079936083
Dzank1,8.9786959431545,8.74752869723029,9.05984965080772,8.51505784035657,8.91090021130889,6.42638924845129
Emx2,6.41799284576729,6.20414381836682,6.78662794354416,4.36040544600843,6.19889822713714,4.65844161824639
Spag9,9.38361672483421,9.58297723656235,9.12918599754155,8.87576828323689,9.33532426046925,6.87203105691189
Prkcdbp,6.42393856975606,4.66961793884208,5.62337910953525,5.64410530561092,6.9347349554417,7.42922693853792
2410127L17Rik,6.61474579923435,6.83211886869347,7.01287775724493,4.70496793475099,7.6839735264964,6.8349781305141
Tbrg1,6.03175678597915,5.49352971408426,3.97394815966459,5.29842787307395,6.34075074276806,6.85995468716898
Pcdh10,6.26085865279367,6.16991725244796,6.08907888197815,5.4089050264876,6.58919834882337,3.83352341307295
Rit2,5.07420000074745,5.57872191223709,4.48958667315311,4.74661971619126,7.27023121562087,5.00092803824453
Vapb,8.74500095691061,8.50151399335232,8.31798885989963,6.22675446951146,7.74871851268183,8.98574872680969
Mitf,4.24031757118817,3.63910324755713,4.40950448700899,4.40255607830209,3.24510980907215,6.16521787176952
Sec22b,6.69301652143589,4.14525447021198,5.45142986868325,4.89526979048858,5.44770212492978,6.69460605503914
Tomm20,6.01683815656718,5.09569456032652,5.56283191664505,6.74362211460056,7.09475283150909,4.43044633182306
Rbm27,5.81324175917395,5.73820070562635,4.28373000851095,3.88607784292603,5.76456165250086,3.73765583348179
AI464131,5.77354074174175,5.43309614085893,4.9097406225307,4.26596043085437,3.41763178253406,3.42401520888151
Ubap2,5.94412474034319,5.08172123512278,5.42922406820218,3.43252186530948,5.86007620833764,6.16962600796364
Ankra2,8.13452993527921,8.65042663573623,7.90098863077424,7.00217485376391,8.72249919052285,6.15422720973318
Spsb1,6.1364020348524,5.85892704470746,5.7413066853273,7.86422013566885,6.4021706522341,7.98465528978813
Csde1,6.48632953148948,6.49834499840162,5.37378656370292,7.22317140105302,4.37787934841202,5.81272585158351
Tenm2,9.45469179006706,9.7845095891567,9.17954467796669,9.19000123928437,9.84395273415872,7.13326099344055
Kctd15,5.19363996465061,4.9220526731776,4.16238525249044,3.7116029196128,3.48147652710293,6.13042093294741
Prkrir,7.11820507917353,5.90929923429263,6.96473658207556,6.60188245019754,6.26355216408936,4.36909771801031
Tle1,7.99731781832043,8.81331501443055,8.2656647482452,6.4968694854187,7.0026147470273,6.39644069063882
Lrrn1,3.63580854031712,3.90499781546955,3.98405937406459,3.56283792322501,6.24771053211708,4.23978206289195
Pdcd6,8.07310916239997,6.92823633231205,6.61661167502219,6.92823633231205,9.21279025606271,8.19568342314317
Eif3a,9.20028745851883,8.80602896455031,9.00707249824882,7.16345335859218,6.818145191047,8.04626705671243
Chic2,6.95684845860027,7.07749784038478,7.00595678657251,5.89897675038162,5.65044327757583,8.45934079574511
Prkd1,9.5357608451556,9.81354228377027,9.65858701843712,7.74276159914269,7.57123086770424,9.223120661991
Cramp1l,9.28599885030977,9.54236811244081,9.1072074136367,9.22391589518662,7.76845455453207,7.06725995776524
Kctd6,7.40448891422589,7.63101384617554,6.88123057295752,7.82800089965076,7.01364279549252,5.06077819998641
Pcdh19,4.00134458237817,3.91913260395124,6.14168567125317,3.83919677265704,3.36948683469797,3.63269599847304
Supt4a|Gm3258,8.13247660975505,6.53384953576726,8.78386161665805,9.3661975409477,8.95967401226769,8.65869397186901
Sec62,5.27028412890628,6.16682152492596,6.15787914206474,7.15697103941848,6.71370797149489,4.39273704475075
Mccc1,6.63176909461821,5.67265992073423,6.05314099789055,4.47507849079846,4.13101342279434,4.59794712069809
Smad1,7.21685622500677,7.64634298647906,7.61968061922939,5.61967534571745,8.04898910791535,5.92526546599977
Arid5b,5.28105476749144,4.58547533925309,3.77029859184944,2.95611029322405,4.18716587933527,2.619801634094
Dpy19l1,5.4985297700602,5.85267960898898,6.24722585053047,7.00217485376391,7.24336778908249,8.20183888888954
Col22a1,4.62739440993488,4.30902981425409,4.74936694481285,6.83267547782884,5.86153148901208,6.12738227517272
Ankle2,6.59106867511797,5.83954352434087,4.49801403827927,5.31715368097881,5.21487555761473,3.73411423923448
Cryzl1,7.41238794447746,6.30955035993522,4.96973745452078,7.19927070958653,7.63829655805886,6.19750765558379
Irf2bp2,5.9004039982219,5.59593883541215,5.18074268914831,7.26922392519722,4.20469637942785,5.56679805680985
Bag4,4.80607000987295,6.22016771491363,4.42355842706121,3.82876568260188,4.50227413004545,3.28054712485051
Mylip,6.15774410501209,5.76439730198736,5.01153137159093,7.95319131083874,5.70912273692924,5.75938697692771
Dido1,4.42208194635444,5.59964949813554,4.62598118738694,3.20849943554532,2.90465310008422,4.5816087809163
Zfp423,6.10430308375149,5.71520568759257,6.45742333882536,5.03762469634726,4.09303381827007,4.15310463987976
Mcph1,4.72850358961295,3.69782088474252,6.48251010417956,4.22709320889317,4.02403871556011,4.20754161197411
Gstk1,8.2563480317331,7.34521161689748,6.77015551814526,6.29198039783145,5.28879147182906,6.97498137400863
Rhoa,6.28976965370471,3.93127770821256,5.25953250538121,6.74924551702694,6.09443066306497,5.94808571941143
Cdh2,7.23384309713759,7.30175694702083,7.91540249648553,8.53476191891346,6.92941497735211,5.58045829902475
Dtd1,5.85761464740636,5.69259257911766,4.92459293883796,3.27229684610137,4.72461901236336,3.94007299348585
Atox1,8.69473823825397,8.67247096903586,9.33058868504783,10.374644420227,10.2445219687171,11.1279099853328
Homer2,10.609222980937,10.4697453072627,10.409240137275,8.29849086578244,9.85450898745479,8.66407655025722
Nup155,3.9020434580112,4.31445841101752,3.70100781010121,6.44916323694591,4.31993852457069,4.14859571112883
Cln8,5.484167962907,5.8803321451117,5.36313914173575,6.80104323060682,7.08743753210129,7.87134194103459
Arhgef26,8.22750712235289,7.89327212097654,7.94266219816679,5.63445441142908,6.59910199228609,6.9174889467259
Usp24,3.99594434103323,2.94409752418065,4.47992373804433,4.57628706959394,5.61818473249939,3.12209982893759
Srp14,8.8174546379009,7.676170847262,8.76707487830363,10.0848306600517,10.3197018612755,9.73450339999938
Ccar1,7.92311244930414,7.96146615679229,6.99701666514547,6.14745075741886,5.44226689025099,7.23411535958707
4933439C10Rik,5.42736703532354,5.26906643106503,4.14173786923722,4.39145750729256,6.54511675552228,3.88757586385227
Spata24,7.19726573228406,7.88852932358492,6.15892924784939,8.97338090141339,7.5623964741214,8.51532509420605
Hsd17b11,10.7831280247426,10.3011304826501,10.0771074604688,9.21270909750737,8.95570855060025,8.08849897226683
Zfp438,5.44380052532555,5.85261962413673,6.02122624926403,3.65785853374964,4.12620573420909,4.30061817505779
Eprs,9.06215312351238,8.47056491564238,9.43110943362474,7.5748916164122,7.8174136698358,10.189164308729
Ccdc103,4.558804340223,5.50274177035321,4.29073564360953,6.71652582406195,6.46052751340111,5.00509506795276
Scyl3,3.92215639099347,3.09805989937624,4.1055561949762,4.42986065644153,3.97025264610384,6.09265656094953
Srp72,7.10001493308218,6.32424245721715,5.76929902732505,5.14854918925789,6.64512725402441,7.9778767530489
Sult1a1,5.10706191020611,5.10923496035038,5.77157331110577,3.57246748841108,3.98199780380717,3.28546934140143
Tstd2,7.02037613369407,7.88480569136789,8.35764077285344,9.11996635039956,6.43325170116324,7.04872797548564
Rfwd3,5.62912365906574,5.47179207597809,5.49628700983475,6.70867159781931,3.66621487122965,4.94347833626092
Grm1,5.16538049738702,4.42881369386019,4.92965582399717,6.24722585053047,6.75169750547079,4.28287809067677
Mpv17,7.03193717840117,6.00398644725902,6.51168679313136,5.07711390463167,6.19291501252664,4.30735580850304
Rnf34,6.70488661362584,4.53757895477401,5.88919323453482,7.15821431406263,4.96378927296287,5.84704325510261
Tead1,6.55506065988439,5.99815099073033,6.88260506812928,5.36528385436038,4.57726508618032,4.52769660130826
Nbeal2,4.0311632254332,4.83979482880121,6.64651711749604,4.66387406600846,3.85361604198699,5.00253608888715
Srsf5,8.82902206580654,9.43854046285321,8.39808537148383,7.08906768165375,7.31269487755521,7.14179383835672
Nelfe,7.74889337592143,7.72152849752,5.21035444756667,7.45849349217769,6.38226637329544,6.53549860317341
Klhdc2,4.75161055137718,4.53297753036193,3.01985866927317,5.67736615937347,5.6644552375095,4.23062681596741
Ptpn11,9.93896535007627,9.57699478777288,9.97921583660856,7.74832827056854,7.92548502256582,8.78578476866572
Upp1,6.35232930740452,6.34003311062923,6.60975281761226,4.54074280613137,5.23961734416238,7.28171561703026
Il6ra,4.86477834805958,7.19388779137905,6.07244367823292,6.34086778931361,4.65170104524036,6.5475608311593
Letm2,4.91073325410844,6.45647213363914,6.47119599546466,4.2128133237935,5.5934094978118,4.39745711524074
Pygb,10.035055914003,8.87708403282176,9.59943032009286,7.7881977861834,7.97003049798058,7.72450489919394
Wnk3,5.84762642107861,4.82881440342031,5.29741759090851,4.47539811121817,6.41329202631414,7.10925470861121
Kif5c,5.21559136398157,5.9661817454268,3.92951388046591,4.58283468610992,4.41761282652813,3.10934954904062
Tipin,5.86948639767185,4.93365971783841,5.13159466305239,2.91803106333093,5.01629933976165,5.0576388320454
Rtfdc1,6.38209802821148,5.26980632152921,6.6802046897529,5.29626809823834,4.97053947201904,7.4923004350301
Pamr1,5.74270158868035,5.31699018546927,5.45604281891104,3.9479837291227,4.65895625634656,3.17781456260994
Fkbp1a,8.35910609174067,8.12133714906794,7.89198348454363,9.74438413114162,9.88367399119823,10.0850565856528
Rad50,5.40353807821475,3.73990766279387,3.66595183178687,4.97351207666483,6.1994664427661,4.36151370932714
Spata2,7.41410792888796,6.22850142157103,7.62565735374333,7.17131507096818,8.47185144412282,5.72368197242526
Csnk2b,7.7611277022229,5.45612266504251,5.19365901483621,6.91051313195427,6.98980114913185,6.8517105078247
D11Wsu47e,5.21152718851044,5.8344901570518,5.03397174579318,6.29480329873652,4.37014481474562,7.15106042821387
Spin1,8.45208453275278,7.33705878360477,8.08395272334647,8.63427929861055,8.95908911632392,6.28250847070903
Stxbp5l,5.87406808098013,4.95196341583591,5.47619946545583,7.85685596576736,5.98619766801206,5.71974867043121
Skap2,6.6474063449173,6.19140281556504,6.2725998977001,6.12224342437419,7.00808478790407,8.73464340617861
Pfkfb2,5.80005642318304,4.87097309339136,5.15922151264794,7.50270285712728,6.33125001469616,6.73996367775866
Sobp,9.84361121460119,10.2082410682051,9.61506105474675,8.10426771573376,9.21319713062787,7.73597463376865
Rhog,6.35739927434892,5.01131657299424,5.60028412766436,6.5106461290901,6.80167790069844,7.8736531200875
Sybu,7.51627551859711,6.87584424781508,6.00716156495552,5.46142232804367,6.46886794552545,4.76390368903732
Lifr,6.80701595723739,6.65848085410078,6.04292391943008,4.80572306812901,6.123404139601,7.7898041784391
Gabra4,5.03902119316369,4.50238042285734,3.14215404388743,5.22144838440968,4.91479537586366,2.97822614374027
Mettl5,4.33555279622744,4.19067458920628,4.01614416233304,5.53216058163757,4.76969591251166,2.54016336192539
Lrrc73,6.7179996293821,6.30582438220135,6.56302930853616,5.7685363785123,6.57582379441213,4.10562801314021
Fermt2,9.97137205863654,9.6687287361947,10.0181885118175,8.18563361117116,7.67255062376014,8.75691280342999
Arhgap12,3.68824351376511,3.65986772800858,3.8651740697046,4.43670225870818,6.27122879274379,4.12209200396838
Arxes2,5.46690419820566,6.07291482673925,4.91704734549202,5.05792149824357,5.66635420533192,3.2384182591436
Coa3,6.85486567134956,6.24973381496943,6.0814436358185,8.44845935412081,8.16043422265214,6.73820938611589
Zfp655,6.24913128181728,5.15278938772406,4.43891458293429,6.88518159469303,6.95428556360675,5.8944621448634
Azin1,5.59991475541338,6.33603925798113,6.32041435568342,4.96882410412593,4.17376348496198,6.80811189361271
Prpf4b,5.54014700243142,5.62183999043972,7.81993176016332,5.16183790493993,5.42508600870888,5.38981427171369
Chd4,9.19439617402183,8.05382184816471,8.57385042055701,6.89615050288782,8.13452993527921,6.60546975304656
Cebpzos,5.88207558877876,6.55608868344818,6.36769314864499,7.43201442973373,7.3674140742303,8.65324114156908
Immt,6.50961603857438,4.78329268534498,5.37342971444933,4.43098074312957,6.89860464137128,5.01240235011321
Sestd1,6.52727840336508,7.70836868249591,6.66261523135836,7.06574535706441,7.0386660036414,4.79972768434197
Fem1b,8.36568167117074,7.577994629626,6.77533246246801,8.79436418834428,8.73562496704706,6.53600407646338
Osbpl1a,10.679006093416,10.1104648944376,10.0626596006202,9.11380896554698,9.75381036831103,7.87345167636244
Slmo2,6.83086544372986,5.57901316634371,6.20536814249894,6.99917651071319,5.89320879529324,4.27720562034604
Zfp944,4.05300452240722,4.42383020093145,4.44625392520204,5.28768790418431,4.05437481336367,6.60500655003202
Mprip,8.82273460927748,7.03938112586496,7.4194280975592,8.44775195374829,9.78435876974984,8.18173208133617
Grk5,3.57358680859628,3.68388250988154,3.42726916902412,5.09730083652223,5.22084116375211,5.65777519599973
Rasgrp3,4.7430363370454,4.58772583062222,4.4288136938602,3.58472872892132,2.08966995568044,4.08435048749818
Dynlrb2,2.91067313261594,3.11176633842087,4.26721142453351,5.04073250217876,5.13165606982015,4.8681630590565
Mgll,7.61498699272514,6.0676501082508,6.40092263611278,5.59345521552454,8.15606128857322,7.27896806060053
Raph1,6.56299849691911,7.24197641775134,6.29308471130577,6.08570712573008,5.48583184880511,4.37203349471206
Stx17,4.58041905593699,3.63069132706068,5.72891397059919,3.70943965542737,3.57246748841108,5.55686118400093
Rap1b,4.52879048402474,3.60015152014607,4.77045129786317,5.31121985274438,6.28141025415035,5.96204163882493
Tubgcp5,5.16406706312992,4.66734922541599,3.04831909743546,5.15324281986621,3.16159601336391,3.53723487536315
Pld2,8.52289413020523,8.72254579436027,8.92260695723693,6.97313036236527,7.14690384465371,6.73820938611589
Serbp1,6.80473587153409,6.11335088832932,6.12438664235275,6.3567657007274,7.82957765138062,8.47777076270985
Irak1bp1,7.7385796301026,7.86220124580715,7.68651888050436,6.68286192497387,7.55090206761646,5.32229144178631
Fbxo28,5.15778143309413,5.36246532804932,3.59778626795804,6.49102399981438,4.91869976194388,5.92805845992003
Fam76b,5.96607296853609,5.44310195800327,4.41650876012925,4.23087762273358,3.72659898768217,3.42847552751649
Kdm5c,6.51616584450769,5.96563839206062,5.75222567860817,5.25034645562989,4.92231651717602,7.67438152530046
Daxx,6.93317673242128,6.34003311062923,6.86599481476233,4.60776204080492,5.04925814656222,5.37926768556765
Akap5,4.62608339626237,5.1473491079311,3.25725115895646,3.57246748841108,5.2251196017171,2.9907570323009
Reck,4.60532871276467,5.48406334212608,5.43716422110881,5.07531360563446,3.38205617308809,3.30597732658904
Reps1,5.88692943528789,5.39426131547314,6.15616575509042,4.44607092363492,3.53378215033509,4.66331197844985
Ctnnbl1,7.39589385773707,6.90437238764382,4.65001076056556,6.343603934354,6.43512740503157,7.15756173254554
Slc35f1,5.56149381274125,6.16031815021372,5.92171295340988,4.00553865097445,4.3760040335617,4.02308787468346
Tmem136,6.02785518263955,5.747757781847,6.52363547549617,4.2968816870211,4.46495599994381,4.33152842609795
Txnl4a,6.74829539899893,5.90929923429263,5.31704430942257,6.29307811125337,7.23524916835765,4.51893105029002
Pex11g,4.96986283184137,5.5471427013754,5.78383507411174,5.26114649212651,4.80514077431655,7.51612025556704
Raver1-fdx1l|Fdx1l,8.76239933299101,8.63609353713505,7.9004454215143,9.21585005502402,10.7902544645228,9.55944682418476
Oplah,7.59002471642244,7.68054775400272,7.73041780268479,5.32536136450037,6.75296663123273,6.1476388656613
Eif1a,5.49018795438853,4.0929647959646,3.39722273795971,3.86540216562604,4.64360550780884,5.94292246095869
Pecr,5.15385691486248,5.09953187108763,5.3586381273272,3.46005522893064,5.18547499782949,6.5407234817819
Ncl,4.40808208932559,4.74411422162826,4.39858911131003,2.49366634756445,2.5655358497539,3.58463735128842
Qk,8.03568597540493,8.14082223096276,8.570733155165,5.8928695136981,7.63855229273103,6.87370565405712
Dcaf13,7.51322897477398,7.29680275917013,5.7705115514425,7.79236789969562,7.55080424039701,8.81262643141977
Slco4a1,5.03262933512353,4.47462197969455,4.72519767357382,6.09066930446867,6.43598864428932,3.86331595864742
B4gat1,4.6977268391484,3.36238517607266,3.24983446845582,3.1863751308916,5.29308507187712,5.08032556735137
Pcx,7.61221018720632,7.95841788745728,8.06080497953982,5.73368872342185,6.22464417170045,6.54175685428868
Ppp1r7,7.51721325598613,7.62950366756708,5.90529504307705,8.63575452966703,6.35031283701593,6.88721428453447
Stx1a,7.39285170590093,6.18575252880078,6.1586254690965,6.50283326713128,8.2298347623497,5.50827147816267
Ebpl,7.72919143252338,7.14459507847265,5.85650762622465,8.55082442829914,7.94630928361672,8.3340230706976
Acy1,5.04503661371807,3.9397835661921,5.49481267502691,3.35661680399655,4.32714539515041,5.94689295196023
Ap3m2,6.26805864213977,7.01984481637176,5.55760785195217,6.23394181045624,5.57639808944276,4.12028686041566
Fbxo3,4.38301448513039,2.9689291073278,3.70697952311033,4.01161919146352,5.93091219283285,4.24479142095844
Alas1,7.27833078717405,6.20597999137313,6.01919033039999,4.92187572465305,4.74170142366487,6.6387919284442
Ssrp1,7.81609842647513,6.72963685180495,7.96717758790248,5.97440787979751,6.28973526393472,8.34236811043527
