# Variation explained: 0.80932 0.08973 0.02462 0.0123 0.01068 0.00941 0.00685 0.00579 0.00453 0.00376 0.00326 0.00309 0.00236 0.00218 0.00199 0.00148 0.00128 0.00121 0.00104 0.00093 0.00085 0.00068 0.00056 0.00045 4e-04 0.00032 3e-04 0.00027 0.00022 0.00015
ANLN	0.19601282933257
MOG	0.196542037930876
ASPA	0.194299400193927
UGT8	0.196260523481616
GPR37	0.197367561983714
MAG	0.200027484111702
FA2H	0.197539773630653
PLLP	0.196414623543461
SLC44A1	0.196384399245197
GJB1	0.198209285088138
GLTP	0.198408875065309
TMEM98	0.193055143069464
CERS2	0.199383013153953
NKX6-2	0.189078817333595
CARHSP1	0.188919085358802
GAL3ST1	0.19640701882686
NKX2-2	0.196900333135091
SOX10	0.199022284080005
DDC	0.0741402626851699
SLAIN1	0.19581738265181
MCAM	0.178206361680204
OLIG2	0.192149848908887
TESK2	0.195345340032602
ICK	0.178596201911465
KAZN	0.192681870849678
S1PR5	0.1241328203498
PIGA	0.171537234109312
JOSD2	0.154241293581375
LIMS2	0.0976619705695536
C9orf89	0.0980237361255608
